IKZF1	18	1-5
IKZF1	6	5-10
IKZF1	1	10-15
IKZF1	4	15-21
IL7R	4784	missense
IL7R	0	inframe_indel
IL7R	0	frameshift
IL7R	180	0-50
IL7R	4604	50-500
IL7R	63	1-5
IL7R	29	5-10
IL7R	9	10-15
IL7R	2	15-21
INPPL1	563	missense
INPPL1	0	inframe_indel
INPPL1	0	frameshift
INPPL1	3	0-50
INPPL1	560	50-500
INPPL1	12	1-5
INPPL1	5	5-10
INPPL1	0	10-15
INPPL1	0	15-21
IRF4	1862	missense
IRF4	0	inframe_indel
IRF4	0	frameshift
IRF4	235	0-50
IRF4	1627	50-500
IRF4	42	1-5
IRF4	7	5-10
IRF4	1	10-15
IRF4	4	15-21
IRS2	12	missense
IRS2	0	inframe_indel
IRS2	0	frameshift
IRS2	0	0-50
IRS2	12	50-500
IRS2	1	1-5
IRS2	0	5-10
IRS2	0	10-15
IRS2	0	15-21
JAK1	41	missense
JAK1	0	inframe_indel
JAK1	0	frameshift
JAK1	0	0-50
JAK1	41	50-500
JAK1	2	1-5
JAK1	0	5-10
JAK1	0	10-15
JAK1	0	15-21
JUN	610	missense
JUN	0	inframe_indel
JUN	0	frameshift
JUN	2	0-50
JUN	608	50-500
JUN	19	1-5
JUN	2	5-10
JUN	0	10-15
JUN	3	15-21
KDM6A	960	missense
KDM6A	0	inframe_indel
KDM6A	0	frameshift
KDM6A	0	0-50
KDM6A	960	50-500
KDM6A	13	1-5
KDM6A	3	5-10
KDM6A	1	10-15
KDM6A	0	15-21
KDR	1886	missense
KDR	0	inframe_indel
KDR	0	frameshift
KDR	185	0-50
KDR	1701	50-500
KDR	34	1-5
KDR	9	5-10
KDR	3	10-15
KDR	7	15-21
KEAP1	25046	missense
KEAP1	0	inframe_indel
KEAP1	0	frameshift
KEAP1	3980	0-50
KEAP1	21066	50-500
KEAP1	430	1-5
KEAP1	55	5-10
KEAP1	33	10-15
KEAP1	35	15-21
KIT	12831	missense
KIT	35712	inframe_indel
KIT	0	frameshift
KIT	6241	0-50
KIT	42302	50-500
KIT	730	1-5
KIT	124	5-10
KIT	52	10-15
KIT	47	15-21
KLF4	1047	missense
KLF4	0	inframe_indel
KLF4	0	frameshift
KLF4	310	0-50
KLF4	737	50-500
KLF4	31	1-5
KLF4	5	5-10
KLF4	0	10-15
KLF4	3	15-21
KMT2C	2499	missense
KMT2C	0	inframe_indel
KMT2C	0	frameshift
KMT2C	177	0-50
KMT2C	2322	50-500
KMT2C	51	1-5
KMT2C	10	5-10
KMT2C	0	10-15
KMT2C	0	15-21
KMT2D	7768	missense
KMT2D	0	inframe_indel
KMT2D	0	frameshift
KMT2D	1135	0-50
KMT2D	6633	50-500
KMT2D	124	1-5
KMT2D	16	5-10
KMT2D	13	10-15
KMT2D	4	15-21
KRAS	11600	missense
KRAS	0	inframe_indel
KRAS	0	frameshift
KRAS	697	0-50
KRAS	10903	50-500
KRAS	247	1-5
KRAS	31	5-10
KRAS	13	10-15
KRAS	35	15-21
LATS2	0	missense
LATS2	983	inframe_indel
LATS2	0	frameshift
LATS2	2	0-50
LATS2	981	50-500
LATS2	21	1-5
LATS2	0	5-10
LATS2	0	10-15
LATS2	2	15-21
LYN	962	missense
LYN	0	inframe_indel
LYN	0	frameshift
LYN	45	0-50
LYN	917	50-500
LYN	8	1-5
LYN	5	5-10
LYN	2	10-15
LYN	1	15-21
MAP2K1	17101	missense
MAP2K1	5133	inframe_indel
MAP2K1	0	frameshift
MAP2K1	1641	0-50
MAP2K1	20593	50-500
MAP2K1	337	1-5
MAP2K1	52	5-10
MAP2K1	22	10-15
MAP2K1	19	15-21
MAP2K2	778	missense
MAP2K2	0	inframe_indel
MAP2K2	0	frameshift
MAP2K2	19	0-50
MAP2K2	759	50-500
MAP2K2	14	1-5
MAP2K2	1	5-10
MAP2K2	1	10-15
MAP2K2	2	15-21
MAP2K4	5921	missense
MAP2K4	0	inframe_indel
MAP2K4	0	frameshift
MAP2K4	659	0-50
MAP2K4	5262	50-500
MAP2K4	97	1-5
MAP2K4	16	5-10
MAP2K4	3	10-15
MAP2K4	17	15-21
MAP3K1	2765	missense
MAP3K1	0	inframe_indel
MAP3K1	0	frameshift
MAP3K1	420	0-50
MAP3K1	2345	50-500
MAP3K1	41	1-5
MAP3K1	10	5-10
MAP3K1	4	10-15
MAP3K1	0	15-21
MAPK1	446	missense
MAPK1	0	inframe_indel
